"www.agrometeorologia.cl","","","",""
"Red Agrometeorológica de INIA","","","",""
"Generado el 22-02-2024 12:16:32","","","",""
"Defensa Civil, Arica","","","",""
"","","","",""
"Tiempo UTC-4","Temperatura del Aire ºC","Humedad Relativa %","Temperatura del Aire % de datos ","Humedad Relativa % de datos "
"01-01-2023","21.2","65.1","100","100"
"02-01-2023","20.5","68.1","100","100"
"03-01-2023","21","66","100","100"
"04-01-2023","21.2","64.9","100","100"
"05-01-2023","22.1","60.7","100","100"
"06-01-2023","20.9","64.3","100","100"
"07-01-2023","20.1","70.6","100","100"
"08-01-2023","20.4","69.7","100","100"
"09-01-2023","20.7","68.3","100","100"
"10-01-2023","20.6","66.8","100","100"
"11-01-2023","20.6","66.9","100","100"
"12-01-2023","20.8","66.9","100","100"
"13-01-2023","20.9","63.6","100","100"
"14-01-2023","20.8","64.9","100","100"
"15-01-2023","21.1","63.8","100","100"
"16-01-2023","21.3","62.3","100","100"
"17-01-2023","21.6","62","100","100"
"18-01-2023","21.2","66.6","100","100"
"19-01-2023","22.4","64.3","100","100"
"20-01-2023","21.8","66.7","100","100"
"21-01-2023","22","63.7","100","100"
"22-01-2023","22.4","60.6","100","100"
"23-01-2023","22.2","65.6","100","100"
"24-01-2023","22.2","69.6","100","100"
"25-01-2023","22.4","69.3","100","100"
"26-01-2023","23.6","63.9","100","100"
"27-01-2023","23.4","68","100","100"
"28-01-2023","22.8","69.5","100","100"
"29-01-2023","23.2","68.2","100","100"
"30-01-2023","23.2","67.6","100","100"
"31-01-2023","23.8","69.8","100","100"
"01-02-2023","23.4","68.2","100","100"
"02-02-2023","23.4","66.3","100","100"
"03-02-2023","23","69.8","100","100"
"04-02-2023","24.6","65.5","100","100"
"05-02-2023","23.8","69.5","100","100"
"06-02-2023","24","68.2","100","100"
"07-02-2023","23.4","68.2","100","100"
"08-02-2023","23.4","70.6","100","100"
"09-02-2023","23.7","69.2","100","100"
"10-02-2023","23.5","69.8","100","100"
"11-02-2023","23.2","68.1","100","100"
"12-02-2023","24.2","66","100","100"
"13-02-2023","25","64.6","100","100"
"14-02-2023","24.5","65.8","100","100"
"15-02-2023","24","65.6","100","100"
"16-02-2023","24.3","66.4","100","100"
"17-02-2023","23.8","66.3","100","100"
"18-02-2023","24","68.8","100","100"
"19-02-2023","24","65.9","100","100"
"20-02-2023","23.4","64.8","100","100"
"21-02-2023","23","69.8","100","100"
"22-02-2023","22.9","70","100","100"
"23-02-2023","23.4","63.3","100","100"
"24-02-2023","22.5","64.2","100","100"
"25-02-2023","22.8","61.5","100","100"
"26-02-2023","22.2","63.5","100","100"
"27-02-2023","22.5","63.5","100","100"
"28-02-2023","22.5","66.4","100","100"
"01-03-2023","22.1","65","100","100"
"02-03-2023","21.8","66","100","100"
"03-03-2023","23","64.8","100","100"
"04-03-2023","22.6","65.9","100","100"
"05-03-2023","22.8","64.3","100","100"
"06-03-2023","24.8","63.4","100","100"
"07-03-2023","24.5","67.4","100","100"
"08-03-2023","25","68.9","100","100"
"09-03-2023","24.8","71.8","100","100"
"10-03-2023","24.6","66.2","100","100"
"11-03-2023","23.9","62.7","100","100"
"12-03-2023","23","66.1","100","100"
"13-03-2023","23","66.4","100","100"
"14-03-2023","22.2","66.4","100","100"
"15-03-2023","22.8","64.1","100","100"
"16-03-2023","22.8","65.3","100","100"
"17-03-2023","23.1","67.4","100","100"
"18-03-2023","23.2","68.6","100","100"
"19-03-2023","25","61.1","100","100"
"20-03-2023","23.1","68.5","100","100"
"21-03-2023","23.8","65.9","100","100"
"22-03-2023","24","64","100","100"
"23-03-2023","23","70.5","100","100"
"24-03-2023","23.9","69.4","100","100"
"25-03-2023","24","69.6","100","100"
"26-03-2023","23.9","71.3","100","100"
"27-03-2023","23.7","70.7","100","100"
"28-03-2023","24","64.2","100","100"
"29-03-2023","23.8","65.2","100","100"
"30-03-2023","23.4","65.8","100","100"
"31-03-2023","24","69.1","100","100"
"01-04-2023","24","67.2","100","100"
"02-04-2023","24.2","69.8","100","100"
"03-04-2023","24.4","68.8","96","96"
"04-04-2023","23.7","70","100","100"
"05-04-2023","23.6","69.7","100","100"
"06-04-2023","23.5","72.4","100","100"
"07-04-2023","24","70.6","100","100"
"08-04-2023","24.2","65.4","100","100"
"09-04-2023","22.4","70.6","100","100"
"10-04-2023","21.6","72.4","100","100"
"11-04-2023","21.8","68.3","100","100"
"12-04-2023","21.5","66.8","100","100"
"13-04-2023","21.5","67.6","100","100"
"14-04-2023","22","67.9","100","100"
"15-04-2023","21.2","66.4","100","100"
"16-04-2023","21.4","66.7","100","100"
"17-04-2023","21.3","68.1","100","100"
"18-04-2023","20.8","69","100","100"
"19-04-2023","20.1","67.6","100","100"
"20-04-2023","21.7","68.1","100","100"
"21-04-2023","20.2","70.4","100","100"
"22-04-2023","21","67.2","100","100"
"23-04-2023","21.1","70","100","100"
"24-04-2023","20.9","70.3","100","100"
"25-04-2023","20.2","71","100","100"
"26-04-2023","20.4","72.1","100","100"
"27-04-2023","20.3","72.5","100","100"
"28-04-2023","19.7","71.5","100","100"
"29-04-2023","19.8","69","100","100"
"30-04-2023","21","67.7","100","100"
"01-05-2023","20.6","66.1","100","100"
"02-05-2023","19.5","67.5","100","100"
"03-05-2023","20.5","67.3","100","100"
"04-05-2023","20.4","67","100","100"
"05-05-2023","19.2","70.3","100","100"
"06-05-2023","19.1","66.6","100","100"
"07-05-2023","18.9","67.4","100","100"
"08-05-2023","18.6","73.4","100","100"
"09-05-2023","18.5","72.2","100","100"
"10-05-2023","18.8","73.9","100","100"
"11-05-2023","19.6","70.7","100","100"
"12-05-2023","19.4","71.8","100","100"
"13-05-2023","20.2","72.9","100","100"
"14-05-2023","21.2","69.1","100","100"
"15-05-2023","19.6","70.9","100","100"
"16-05-2023","20.4","71.8","100","100"
"17-05-2023","20.6","71.1","100","100"
"18-05-2023","19.8","70","100","100"
"19-05-2023","20.2","68.8","100","100"
"20-05-2023","19.7","68.7","100","100"
"21-05-2023","19.8","67.4","100","100"
"22-05-2023","19.4","70.4","100","100"
"23-05-2023","19.4","72.8","100","100"
"24-05-2023","19.3","75.6","100","100"
"25-05-2023","19.7","71.6","100","100"
"26-05-2023","19.5","70.4","100","100"
"27-05-2023","19.5","70.3","100","100"
"28-05-2023","19.3","74","100","100"
"29-05-2023","19.2","77.2","100","100"
"30-05-2023","19.7","69.7","100","100"
"31-05-2023","19.1","71.3","100","100"
"01-06-2023","18","78.8","46","46"
"02-06-2023","19.4","69.4","42","42"
"03-06-2023","18.8","70.6","100","100"
"04-06-2023","19.7","67.9","100","100"
"05-06-2023","19.4","68.3","100","100"
"06-06-2023","19.5","72.1","100","100"
"07-06-2023","19.8","69.2","100","100"
"08-06-2023","18.4","68.8","100","100"
"09-06-2023","19.2","66.2","100","100"
"10-06-2023","19.2","66.4","100","100"
"11-06-2023","19.6","64.9","100","100"
"12-06-2023","19","69.5","100","100"
"13-06-2023","19.4","69.8","100","100"
"14-06-2023","19.2","71.8","100","100"
"15-06-2023","18.2","72.4","100","100"
"16-06-2023","17.8","72.4","100","100"
"17-06-2023","17.8","72.2","100","100"
"18-06-2023","18.2","69.8","100","100"
"19-06-2023","18.4","70.9","100","100"
"20-06-2023","18.8","72.2","100","100"
"21-06-2023","19.4","70.6","100","100"
"22-06-2023","19.2","70","83","83"
"23-06-2023","18.3","73.3","25","25"
"24-06-2023","19.2","69.6","100","100"
"25-06-2023","19.2","69.4","100","100"
"26-06-2023","18.5","67.8","100","100"
"27-06-2023","18.8","68.2","100","100"
"28-06-2023","19","69.2","100","100"
"29-06-2023","19","68.5","100","100"
"30-06-2023","19.2","68.3","100","100"
"01-07-2023","19","69","100","100"
"02-07-2023","19.2","68.3","100","100"
"03-07-2023","18.4","77.7","100","100"
"04-07-2023","19.2","71.4","100","100"
"05-07-2023","19.4","68","100","100"
"06-07-2023","19","69.1","100","100"
"07-07-2023","19","69.4","100","100"
"08-07-2023","18.9","70.7","100","100"
"09-07-2023","18.4","69","100","100"
"10-07-2023","16.5","70.6","100","100"
"11-07-2023","18.1","69.7","100","100"
"12-07-2023","19.2","70.7","100","100"
"13-07-2023","18.9","72.5","100","100"
"14-07-2023","18.4","75.2","100","100"
"15-07-2023","17.4","79.3","100","100"
"16-07-2023","17.8","75.1","100","100"
"17-07-2023","18.8","70.3","100","100"
"18-07-2023","18.6","72.1","100","100"
"19-07-2023","18","74.7","100","100"
"20-07-2023","17.8","74.7","100","100"
"21-07-2023","18.2","70.9","100","100"
"22-07-2023","18","73.5","100","100"
"23-07-2023","18.5","74.7","100","100"
"24-07-2023","18.3","76.2","100","100"
"25-07-2023","18.8","70.7","100","100"
"26-07-2023","19","68","100","100"
"27-07-2023","18.8","70.4","100","100"
"28-07-2023","18.3","67.7","100","100"
"29-07-2023","18","72.6","100","100"
"30-07-2023","18.4","74.5","100","100"
"31-07-2023","17.8","75.3","100","100"
"01-08-2023","17.4","75.6","100","100"
"02-08-2023","18.2","72","100","100"
"03-08-2023","18.3","69","100","100"
"04-08-2023","18.2","69.6","100","100"
"05-08-2023","18.2","69.5","100","100"
"06-08-2023","17.8","71.5","100","100"
"07-08-2023","19","70.8","100","100"
"08-08-2023","19","74.5","100","100"
"09-08-2023","19","73.7","100","100"
"10-08-2023","19","74.1","100","100"
"11-08-2023","18.2","77.7","100","100"
"12-08-2023","18.6","75.1","100","100"
"13-08-2023","18.8","70.7","100","100"
"14-08-2023","18.6","73.5","100","100"
"15-08-2023","17.2","75.6","100","100"
"16-08-2023","18.6","70","100","100"
"17-08-2023","19","70.5","100","100"
"18-08-2023","18.8","69.1","100","100"
"19-08-2023","18.6","69.9","100","100"
"20-08-2023","18.6","70.1","100","100"
"21-08-2023","17.2","72.7","100","100"
"22-08-2023","17.3","71.7","100","100"
"23-08-2023","19.2","67","100","100"
"24-08-2023","18.8","70.2","100","100"
"25-08-2023","19.4","67.6","100","100"
"26-08-2023","18.8","71.9","100","100"
"27-08-2023","19","72.4","100","100"
"28-08-2023","18.4","77.8","100","100"
"29-08-2023","19","75.4","100","100"
"30-08-2023","18.9","77.2","100","100"
"31-08-2023","18.9","75.2","100","100"
"01-09-2023","18.6","74","100","100"
"02-09-2023","18.2","76.3","100","100"
"03-09-2023","19.3","71.1","100","100"
"04-09-2023","17.8","73.3","100","100"
"05-09-2023","18.2","75.6","100","100"
"06-09-2023","17.8","77.5","100","100"
"07-09-2023","19","70.2","100","100"
"08-09-2023","19.2","67.3","100","100"
"09-09-2023","19.2","68.9","100","100"
"10-09-2023","18.8","71.4","100","100"
"11-09-2023","18.8","68.8","100","100"
"12-09-2023","19.5","72.2","100","100"
"13-09-2023","19.1","73.6","100","100"
"14-09-2023","18.4","71","100","100"
"15-09-2023","18.6","69.9","100","100"
"16-09-2023","18.8","67.4","100","100"
"17-09-2023","18","71","100","100"
"18-09-2023","18.5","73","100","100"
"19-09-2023","19.2","72.3","100","100"
"20-09-2023","19.3","71.3","100","100"
"21-09-2023","19.2","69.6","100","100"
"22-09-2023","19.7","69.6","100","100"
"23-09-2023","19.5","71.5","100","100"
"24-09-2023","19.8","71.5","100","100"
"25-09-2023","19.8","70.6","100","100"
"26-09-2023","18.6","75.5","100","100"
"27-09-2023","19","75.2","100","100"
"28-09-2023","19","72.6","100","100"
"29-09-2023","19.2","69.3","100","100"
"30-09-2023","19","67.2","100","100"
"01-10-2023","18.6","69.7","100","100"
"02-10-2023","19.4","73.7","100","100"
"03-10-2023","19.5","70.5","100","100"
"04-10-2023","19.2","69.1","100","100"
"05-10-2023","19.2","66.9","100","100"
"06-10-2023","19.1","70.6","100","100"
"07-10-2023","18.6","71.9","100","100"
"08-10-2023","18","70.1","100","100"
"09-10-2023","18","71.3","100","100"
"10-10-2023","17.4","73.8","100","100"
"11-10-2023","17.4","74.3","100","100"
"12-10-2023","17.5","73.1","100","100"
"13-10-2023","18.2","69.5","100","100"
"14-10-2023","18","72","100","100"
"15-10-2023","17.7","71.2","100","100"
"16-10-2023","19.1","70.8","100","100"
"17-10-2023","18.5","74.2","100","100"
"18-10-2023","19.1","74.9","100","100"
"19-10-2023","19.1","78.2","100","100"
"20-10-2023","18.8","72.1","100","100"
"21-10-2023","19.6","72.4","100","100"
"22-10-2023","20","73.1","100","100"
"23-10-2023","19.4","74.5","100","100"
"24-10-2023","18.9","72.5","100","100"
"25-10-2023","19","67.8","100","100"
"26-10-2023","19.7","65.4","100","100"
"27-10-2023","20.4","60.4","100","100"
"28-10-2023","19.4","67","100","100"
"29-10-2023","19.7","68.8","100","100"
"30-10-2023","18","73.2","100","100"
"31-10-2023","17.5","74.5","79","79"
"01-11-2023","18.7","69.6","100","100"
"02-11-2023","17.4","72","100","100"
"03-11-2023","18","66.5","100","100"
"04-11-2023","19.4","64.5","96","96"
"05-11-2023","19.2","64.7","100","100"
"06-11-2023","19","70.6","100","100"
"07-11-2023","18.7","68.4","100","100"
"08-11-2023","19","68.4","100","100"
"09-11-2023","20.3","65.5","100","100"
"10-11-2023","20.5","71.7","100","100"
"11-11-2023","20.4","66.3","100","100"
"12-11-2023","20.4","65.1","100","100"
"13-11-2023","20.1","68.2","96","96"
"14-11-2023","19.7","72.9","100","100"
"15-11-2023","19.8","70.7","100","100"
"16-11-2023","19.9","66.9","100","100"
"17-11-2023","19.6","69.1","92","92"
"18-11-2023","19.4","67.7","100","100"
"19-11-2023","19.7","68.1","100","100"
"20-11-2023","19.6","71.2","100","100"
"21-11-2023","19.8","67.5","100","100"
"22-11-2023","19.3","69.3","67","67"
"23-11-2023","19.8","70.4","92","92"
"24-11-2023","19.7","70.1","100","100"
"25-11-2023","20.2","68.2","100","100"
"26-11-2023","20.2","69.1","100","100"
"27-11-2023","20.8","69.4","100","100"
"28-11-2023","20.7","67","100","100"
"29-11-2023","20.9","64.1","92","92"
"30-11-2023","21","63.5","100","100"
"01-12-2023","20.7","67.4","100","100"
"02-12-2023","19.8","69.9","100","100"
"03-12-2023","19.2","67.3","100","100"
"04-12-2023","20.8","63.5","88","88"
"05-12-2023","21.2","64.3","100","100"
"06-12-2023","20.6","64.1","100","100"
"07-12-2023","20.4","66.9","100","100"
"08-12-2023","20.3","67.2","100","100"
"09-12-2023","20.4","67.2","100","100"
"10-12-2023","20.1","65.7","100","100"
"11-12-2023","20.6","68.9","100","100"
"12-12-2023","20.6","71.2","100","100"
"13-12-2023","21.8","65.2","100","100"
"14-12-2023","22.1","63.7","100","100"
"15-12-2023","22","67.5","100","100"
"16-12-2023","23","66.4","100","100"
"17-12-2023","22.4","70.3","100","100"
"18-12-2023","21.8","71.1","100","100"
"19-12-2023","22","67","100","100"
"20-12-2023","21","66.8","100","100"
"21-12-2023","21.7","70.7","100","100"
"22-12-2023","21.2","71.1","100","100"
"23-12-2023","21.8","64.8","100","100"
"24-12-2023","21.6","60.5","100","100"
"25-12-2023","20.6","64.1","100","100"
"26-12-2023","21.7","63.5","100","100"
"27-12-2023","21.3","64.5","100","100"
"28-12-2023","22.6","68.8","100","100"
"29-12-2023","21.4","72.6","100","100"
"30-12-2023","21.7","69.7","100","100"
"31-12-2023","21.6","71.2","100","100"
"01-01-2024","21.4","69.9","100","100"
"","","","",""
"","","","",""
"El uso de los datos en publicaciones debe señalar la fuente de los datos y que es una colaboración entre INIA y las instituciones que mantienen convenio con INIA. Adicionalmente, se solicita colocar en un lugar visible el logo de la red agrometeorológica de INIA.","","","",""
"Descargar logo desde: https://agrometeorologia.cl/assets/img/agrometeorologia-logo.png","","","",""
